Machine learning,"Each time each type of sort button is clicked, changes from Ascending to Descending",,your search,Button to Reset to original ordering,Order by your notes,"Authors, year, editor", Button - use to order by YEAR,First author,Title,text, Link 1, Link 2,," dois, after using crossref button"
,,,Machine learning,57,,"P Larranaga, B Calvo, R Santana… - Briefings in …, 2006 - academic.oup.com",2006,"Larranaga,",Machine learning in bioinformatics,"This article reviews machine learning methods for bioinformatics. It presents modelling 
methods, such as supervised classification, clustering and probabilistic graphical models for 
knowledge discovery, as well as deterministic and stochastic heuristics for optimization …",https://academic.oup.com/bib/article-pdf/7/1/86/23992771/bbk007.pdf,https://academic.oup.com/bib/article-abstract/7/1/86/264025,,
,,,Machine learning,58,,"TM Mitchell - AI magazine, 1997 - ojs.aaai.org",1997,Mitchell,Does machine learning really work?,"Does machine learning really work? Yes. Over the past decade, machine learning has 
evolved from a field of laboratory demonstrations to a field of significant commercial value. 
Machine-learning algorithms have now learned to detect credit card fraud by mining data on …",https://ojs.aaai.org/index.php/aimagazine/article/download/1303/1204,https://ojs.aaai.org/index.php/aimagazine/article/view/1303,,
,,,Machine learning,59,,"M Mohammed, MB Khan, EBM Bashier - 2016 - books.google.com",2016,"Mohammed,",Machine learning: algorithms and applications,"Machine learning, one of the top emerging sciences, has an extremely broad range of 
applications. However, many books on the subject provide only a theoretical approach, 
making it difficult for a newcomer to grasp the subject material. This book provides a more …",http://www.ittoday.info/Excerpts/Introduction_to_Machine_Learning.pdf,https://books.google.com/books?hl=en&lr=&id=X8LBDAAAQBAJ&oi=fnd&pg=PP1&dq=Machine+learning&ots=qQzvxuMdBF&sig=QtMps4X-ZhjT4CT6AsvZk23acCo,,
,,,Machine learning,60,,C Robert - 2014 - Taylor & Francis,2014,Robert,"Machine learning, a probabilistic perspective","The book also introduces the notion of a Bayesian likelihood function (p. 228), which “differs 
slightly from that in classical statistics.” The only difference I can spot is in the interpretation: 
Both functions of (θ, x) are numerically the same. Overall, the chapter on Bayesian inference …",https://www.tandfonline.com/doi/pdf/10.1080/09332480.2014.914768,https://www.tandfonline.com/doi/pdf/10.1080/09332480.2014.914768,,
,,,Machine learning,61,,"DM Dutton, GV Conroy - The knowledge engineering review, 1997 - cambridge.org",1997,"Dutton,",A review of machine learning,"This paper reviews Machine Learning (ML), and extends and complements previous work 
(Kocabas, 1991; Kalkanis and Conroy, 1991). Although this paper focuses on inductive 
learning, it at least touches on a great many aspects of ML in general. In addition …",,https://www.cambridge.org/core/journals/knowledge-engineering-review/article/review-of-machine-learning/9C74F5743FEC275A4B9C2590661321A2,,
,,,Machine learning,62,,"Y Low, JE Gonzalez, A Kyrola, D Bickson… - arXiv preprint arXiv …, 2014 - arxiv.org",2014,"Low,",Graphlab: A new framework for parallel machine learning,"Designing and implementing efficient, provably correct parallel machine learning (ML) 
algorithms is challenging. Existing high-level parallel abstractions like MapReduce are 
insufficiently expressive while low-level tools like MPI and Pthreads leave ML experts …",https://arxiv.org/pdf/1408.2041,https://arxiv.org/abs/1408.2041,,
,,,Machine learning,63,,"S Raschka, V Mirjalili - Scikit-Learn, and TensorFlow. Second edition …, 2017 - igi-global.com",2017,"Raschka,",Python Machine Learning: Machine Learning and Deep Learning with Python,"Python﻿is﻿one﻿of﻿the﻿most﻿popular﻿programming﻿languages﻿for﻿data﻿science﻿and﻿thanks﻿to﻿its﻿developer
﻿ and﻿open﻿source﻿community,﻿a﻿large﻿number﻿of﻿useful﻿libraries﻿for﻿scientific﻿computing﻿and﻿machine
﻿ learning﻿have﻿been﻿developed.﻿This﻿book﻿is﻿a﻿comprehensive﻿introduction﻿to﻿machine﻿learning﻿(ML …",,https://www.igi-global.com/pdf.aspx?tid%3D267132%26ptid%3D254262%26ctid%3D17%26t%3Dpython+machine+learning%3A+machine+learning+and+deep+learning+with+python%2C+scikit-learn%2C+and+tensorflow+2%2C+third+edition%26isxn%3D,,
,,,Machine learning,64,,"Z Wu, B Ramsundar, EN Feinberg, J Gomes… - Chemical …, 2018 - pubs.rsc.org",2018,"Wu,",MoleculeNet: a benchmark for molecular machine learning,"Molecular machine learning has been maturing rapidly over the last few years. Improved 
methods and the presence of larger datasets have enabled machine learning algorithms to 
make increasingly accurate predictions about molecular properties. However, algorithmic …",https://pubs.rsc.org/--/content/articlehtml/2018/sc/c7sc02664a,https://pubs.rsc.org/--/content/articlehtml/2018/sc/c7sc02664a,,
,,,Machine learning,65,,"J Alzubi, A Nayyar, A Kumar - Journal of physics: conference …, 2018 - iopscience.iop.org",2018,"Alzubi,",Machine learning from theory to algorithms: an overview,"Abstract The current SMAC (Social, Mobile, Analytic, Cloud) technology trend paves the way 
to a future in which intelligent machines, networked processes and big data are brought 
together. This virtual world has generated vast amount of data which is accelerating the …",https://iopscience.iop.org/article/10.1088/1742-6596/1142/1/012012/pdf,https://iopscience.iop.org/article/10.1088/1742-6596/1142/1/012012/meta,,
,,,Machine learning,66,,"D Michie, DJ Spiegelhalter, CC Taylor - 1994 - Citeseer",1994,"Michie,","Machine learning, neural and statistical classification","CiteSeerX logo. Documents: Advanced Search Include Citations. Authors: Advanced
 Search Include Citations | Disambiguate. Tables: DMCA. Machine Learning, Neural
 and Statistical Classification (1994) … BibTeX. @MISC{Michie94machinelearning …",,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.27.355,,
,,,Machine learning,67,,"TM Mitchell, JG Carbonell, RS Michalski - 1986 - books.google.com",1986,"Mitchell,",Machine learning: a guide to current research,"One of the currently most active research areas within Artificial Intelligence is the field of 
Machine Learning. which involves the study and development of computational models of 
learning processes. A major goal of research in this field is to build computers capable of …",,https://books.google.com/books?hl=en&lr=&id=I5GcpyPx3RwC&oi=fnd&pg=PA1&dq=Machine+learning&ots=obr3Ftvy2e&sig=66h6nmYcwwF8Za3G8zxXAgpuuHw,,
,,,Machine learning,68,,"AM Darcy, AK Louie, LW Roberts - Jama, 2016 - jamanetwork.com",2016,"Darcy,",Machine learning and the profession of medicine,"Must a physician be human? A new computer,“Ellie,” developed at the Institute for Creative 
Technologies, asks questions as a clinician might, such as “How easy is it for you to get a 
good night's sleep?” Ellie then analyzes the patient's verbal responses, facial expressions …",,https://jamanetwork.com/journals/jama/article-abstract/2488315,,
,,,Machine learning,69,,"D Gündüz, P de Kerret, ND Sidiropoulos… - IEEE Journal on …, 2019 - ieeexplore.ieee.org",2019,"Gündüz,",Machine learning in the air,"Thanks to the recent advances in processing speed, data acquisition and storage, machine 
learning (ML) is penetrating every facet of our lives, and transforming research in many 
areas in a fundamental manner. Wireless communications is another success story …",https://arxiv.org/pdf/1904.12385,https://ieeexplore.ieee.org/abstract/document/8839651/,,
,,,Machine learning,70,,"L Barletta, A Giusti, C Rottondi… - Optical Fiber …, 2017 - osapublishing.org",2017,"Barletta,",QoT estimation for unestablished lighpaths using machine learning,"Estimating the lightpath Quality of Transmission (QoT) prior to deployment is essential for an 
 optimized design and planning of optical networks. Sophisticated analytical models capturing 
 different physical layer impairments of- ten impose too high computational requirements for …",,https://www.osapublishing.org/abstract.cfm?uri=OFC-2017-Th1J.1,,
,,,Machine learning,71,,"TM Mitchell - Communications of the ACM, 1999 - dl.acm.org",1999,Mitchell,Machine learning and data mining,"The increasing interest in data mining, or the use of historical data to discover regularities 
and improve future decisions, follows from the confluence of several recent trends: the falling 
cost of large data storage devices and the increasing ease of collecting data over networks; …",https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.39.9575&rep=rep1&type=pdf,https://dl.acm.org/doi/fullHtml/10.1145/319382.319388,,
,,,Machine learning,72,,"IJ Goodfellow, D Warde-Farley, P Lamblin… - arXiv preprint arXiv …, 2013 - arxiv.org",2013,"Goodfellow,",Pylearn2: a machine learning research library,"Pylearn2 is a machine learning research library. This does not just mean that it is a 
collection of machine learning algorithms that share a common API; it means that it has been 
designed for flexibility and extensibility in order to facilitate research projects that involve …",https://arxiv.org/pdf/1308.4214,https://arxiv.org/abs/1308.4214,,
,,,Machine learning,73,,"P Lison - Language Technology Group (LTG), 2015 - nr.no",2015,Lison,An introduction to machine learning,"Page 1. An introduction to machine learning Pierre Lison, Language Technology Group (LTG)
 Department of Informatics HiOA, October 3 2012 Page 2. @ 2012, Pierre Lison - INF5820 course
 Outline •Motivation •Machine learning approaches •My own research •Conclusion 2 Page 3 …",http://nr.no/~plison/pdfs/talks/machinelearning.pdf,http://nr.no/~plison/pdfs/talks/machinelearning.pdf,,
,,,Machine learning,74,,"H Wang, C Ma, L Zhou - 2009 international conference on …, 2009 - ieeexplore.ieee.org",2009,"Wang,",A brief review of machine learning and its application,"With the popularization of information and the establishment of the databases in great 
number, and how to extract data from the useful information is the urgent problem to be 
solved. Machine learning is the core issue of artificial intelligence research, this paper …",,https://ieeexplore.ieee.org/abstract/document/5362936/,,
,,,Machine learning,75,,"S Wang, RM Summers - Medical image analysis, 2012 - Elsevier",2012,"Wang,",Machine learning and radiology,"In this paper, we give a short introduction to machine learning and survey its applications in 
radiology. We focused on six categories of applications in radiology: medical image 
segmentation, registration, computer aided detection and diagnosis, brain function or activity …",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3372692/,https://www.sciencedirect.com/science/article/pii/S1361841512000333,,
,,,Machine learning,76,,P Flach - 2012 - books.google.com,2012,Flach,Machine learning: the art and science of algorithms that make sense of data,"As one of the most comprehensive machine learning texts around, this book does justice to 
the field's incredible richness, but without losing sight of the unifying principles. Peter Flach's 
clear, example-based approach begins by discussing how a spam filter works, which gives …",https://is.muni.cz/el/fi/jaro2020/IB031/um/L1_Flach_slides_adapted.pdf,https://books.google.com/books?hl=en&lr=&id=Ofp4h_oXsZ4C&oi=fnd&pg=PR15&dq=Machine+learning&ots=XLpYiohwTM&sig=BWqyamqqwSROsLmOlV1vON2Y_pc,,
,,,Machine learning,77,,"TG Dietterich - International workshop on multiple classifier systems, 2000 - Springer",2000,Dietterich,Ensemble methods in machine learning,"Ensemble methods are learning algorithms that construct a set of classifiers and then 
classify new data points by taking a (weighted) vote of their predictions. The original 
ensemble method is Bayesian averaging, but more recent algorithms include error …","ftp://nozdr.ru/biblio/kolxoz/Cs/CsLn/M/Multiple%20Classifier%20Systems,%201%20conf.,%20MCS%202000(LNCS1857,%20Springer,%202000)(ISBN%203540677046)(411s)_CsLn_.pdf#page=8",https://link.springer.com/chapter/10.1007/3-540-45014-9_1,,
,,,Machine learning,78,,"Y Singh, PK Bhatia, O Sangwan - International Journal of …, 2007 - books.google.com",2007,"Singh,",A review of studies on machine learning techniques,"This paper provides an extensive review of studies related to expert estimation of software 
development using Machine-Learning Techniques (MLT). Machine learning in this new era, 
is demonstrating the promise of producing consistently accurate estimates. Machine  …",https://books.google.com/books?hl=en&lr=&id=7xRB3hRaR2sC&oi=fnd&pg=PA70&dq=Machine+learning&ots=J1m4rhE3gF&sig=zeuiZL-vCorUZdavCG0sIOl_azw,https://books.google.com/books?hl=en&lr=&id=7xRB3hRaR2sC&oi=fnd&pg=PA70&dq=Machine+learning&ots=J1m4rhE3gF&sig=zeuiZL-vCorUZdavCG0sIOl_azw,,
